CASES	California	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin
2020-04-15	10496	3	2	6	3	114	4	0	5	20	9	27	3	351	19	9	7	9	21	2	59	0	8	9	1	5	2	10	24	7	204	5	25	3	0	0	4	14	4	3	1	1870	10	4	6	31	77	0	7	3	4	1	138	7	62	3	31	2	6	37	10	0	1	0	0	4	49	1	78	238	4	2	31	2
2020-04-16	10854	3	2	6	3	139	4	0	5	20	10	27	3	352	19	9	7	9	22	2	59	0	10	9	1	5	2	11	24	7	208	6	25	3	0	0	5	14	4	3	1	1947	12	4	6	31	77	0	7	3	4	1	143	7	63	3	31	2	6	37	11	0	1	0	0	4	71	1	79	245	4	2	32	2
2020-04-17	11391	4	2	6	3	180	4	0	5	20	12	27	3	351	20	9	7	9	22	2	61	0	13	9	1	6	2	11	27	7	218	8	25	3	0	0	5	16	4	3	1	2013	13	4	6	31	78	0	7	4	4	1	157	8	63	3	31	2	6	38	11	0	1	0	0	4	75	1	81	255	4	2	34	2
2020-04-18	12021	4	2	6	3	204	4	0	5	21	14	27	3	358	19	9	8	9	22	2	62	0	15	9	1	6	2	11	27	10	236	8	25	3	0	0	6	17	5	3	1	2065	13	4	6	33	79	0	7	4	4	1	164	8	68	4	32	2	6	39	11	0	1	0	0	4	89	1	82	259	4	2	38	2
2020-04-19	12341	4	2	6	3	215	4	0	6	20	16	27	3	361	19	9	8	9	22	2	62	0	18	9	1	6	2	12	32	10	248	8	25	3	0	0	6	17	5	3	1	2150	13	4	6	35	79	0	7	4	4	1	168	8	74	4	33	2	6	40	11	0	1	0	0	4	89	1	84	265	4	2	41	2
2020-04-20	13816	4	2	6	3	285	4	0	6	20	16	27	3	364	19	9	8	9	22	2	65	0	23	9	1	6	2	12	32	10	257	8	25	3	0	0	7	17	5	3	1	2191	13	5	6	35	80	0	7	4	4	1	174	8	80	4	34	2	6	43	11	0	1	0	0	4	86	1	86	269	4	2	41	2
2020-04-21	15140	4	2	6	3	314	4	0	6	20	17	27	3	381	19	9	8	9	22	2	65	0	23	9	1	7	2	12	32	10	264	8	25	3	0	0	7	17	6	3	1	2234	13	5	6	35	80	0	8	4	4	1	185	8	83	4	34	2	6	43	11	0	1	0	0	4	90	1	87	272	4	2	40	2
2020-04-22	16435	4	2	6	3	402	4	0	6	20	18	27	3	386	20	9	8	9	23	2	65	0	25	9	1	7	2	12	35	11	278	8	25	4	0	0	7	17	6	3	1	2304	13	5	6	37	80	0	8	4	4	1	198	9	86	4	36	2	6	44	12	0	1	0	0	4	94	1	88	278	5	2	43	2
2020-04-23	17508	4	2	6	3	455	4	0	6	20	18	27	3	387	20	9	9	9	23	2	66	0	26	10	1	7	2	12	37	11	294	10	25	4	0	0	7	17	8	3	1	2382	14	5	6	38	80	0	8	4	4	1	215	10	99	4	37	2	6	44	13	0	1	0	0	4	100	1	90	280	6	2	46	2
2020-04-24	18545	4	2	6	3	605	4	0	7	20	19	27	3	395	21	9	9	9	23	2	67	0	27	10	1	7	2	12	38	11	314	9	25	4	0	0	9	17	8	3	1	2431	14	5	6	43	80	0	8	4	4	1	229	10	120	4	38	2	8	45	13	0	2	0	1	4	113	1	91	289	7	2	46	2
2020-04-25	19107	4	2	6	3	720	4	0	7	20	19	27	3	401	23	10	9	9	24	2	67	0	28	11	1	7	2	12	39	12	329	10	26	4	0	0	9	18	7	3	1	2525	14	6	6	43	82	0	8	4	4	1	255	10	151	4	38	2	8	44	13	0	2	0	1	4	132	1	92	299	7	2	48	2
2020-04-26	19528	4	2	6	3	776	4	0	7	20	19	27	3	405	29	10	9	9	25	2	69	0	30	11	1	7	2	12	39	12	339	10	26	4	0	0	10	17	7	3	1	2629	14	7	6	46	85	0	9	4	4	1	270	11	151	4	40	3	8	45	13	0	2	0	1	4	135	1	92	307	7	2	48	2
2020-04-27	20417	4	2	6	3	853	4	0	9	20	19	27	3	412	30	10	9	9	25	2	69	0	31	11	2	7	2	12	39	13	340	10	26	4	0	0	11	17	7	3	1	2674	14	8	6	47	86	0	9	4	4	1	273	11	164	4	42	3	8	46	13	0	2	0	1	4	138	1	94	313	7	2	48	2
2020-04-28	20976	4	2	6	3	920	4	0	10	21	20	27	3	417	32	12	9	9	27	2	69	0	32	11	2	7	2	12	42	13	348	11	27	4	0	0	11	17	7	3	1	2722	14	8	6	50	86	0	9	4	4	1	308	11	178	4	44	3	8	46	13	0	2	0	1	4	139	1	96	321	7	2	48	2
2020-04-29	22485	4	2	6	3	971	4	0	12	21	20	27	3	424	33	12	9	9	27	2	69	0	35	11	2	7	2	12	45	14	363	14	27	4	0	0	11	17	7	3	1	2815	14	8	6	54	86	0	10	4	5	1	317	11	183	4	44	3	10	46	13	0	2	0	1	4	156	1	97	329	8	2	51	2
2020-04-30	23182	4	2	6	3	1057	4	0	13	22	20	27	3	428	33	12	9	9	28	2	69	0	37	12	2	7	2	12	45	17	391	14	28	4	0	0	11	18	8	3	1	2940	14	10	6	54	88	0	10	4	5	1	355	12	198	4	45	3	10	47	16	0	3	0	1	4	161	1	98	336	8	2	53	2
2020-05-01	24215	4	2	6	3	1175	4	0	14	23	20	28	3	430	36	12	9	9	28	2	71	0	41	13	3	7	2	13	46	17	477	13	28	6	0	1	11	18	10	3	1	3044	14	14	6	62	88	0	10	4	5	1	393	12	222	4	58	3	15	49	16	0	3	0	1	4	171	1	99	350	10	2	62	2
2020-05-02	24894	4	2	7	3	1272	4	0	16	23	20	29	4	433	38	14	9	10	34	2	73	0	43	13	3	7	2	12	46	18	521	15	29	6	0	1	13	19	10	3	1	3147	14	15	6	63	89	0	10	4	6	1	408	12	243	4	64	3	16	51	16	0	3	0	1	4	183	1	100	356	10	2	67	2
2020-05-03	25662	4	2	7	3	1358	4	0	18	25	21	29	5	436	38	15	9	12	36	2	73	0	48	15	3	7	2	12	46	18	534	18	29	6	0	1	13	19	11	3	1	3244	14	18	6	68	92	0	10	4	6	1	435	13	262	4	65	3	16	52	18	0	3	0	1	4	197	1	101	360	10	2	69	2
2020-05-04	26217	4	2	7	3	1448	5	0	19	25	21	30	6	441	39	15	9	12	41	2	75	0	48	16	5	7	2	12	46	18	546	22	31	6	0	1	14	19	11	3	1	3296	14	18	6	73	94	0	10	4	7	1	457	13	289	4	66	4	16	53	20	0	4	0	2	4	211	1	104	367	10	2	72	2
2020-05-05	27815	4	2	7	3	1545	6	0	20	25	21	32	7	443	40	18	9	13	42	2	77	0	55	20	5	7	2	12	46	18	571	22	32	6	0	1	16	21	11	3	1	3353	14	20	6	77	95	0	11	4	7	1	535	13	301	4	67	4	17	55	21	0	4	0	2	4	212	1	106	368	10	4	83	2
2020-05-06	28644	4	2	7	3	1653	6	0	20	27	22	32	7	445	42	18	10	13	45	2	83	1	60	20	5	10	2	12	47	19	580	25	32	8	0	1	17	21	13	3	1	3469	14	23	6	83	95	0	11	5	7	1	559	13	311	4	70	4	17	59	23	0	5	0	2	4	215	1	107	374	10	4	85	2
2020-05-07	29427	4	2	7	3	1706	5	0	22	27	23	32	16	447	46	18	10	14	47	2	84	1	66	21	5	10	2	12	50	20	610	25	32	9	0	1	17	21	13	3	2	3573	14	26	6	93	99	0	12	5	7	1	590	13	324	4	69	4	17	65	23	0	5	0	2	4	226	1	113	380	10	4	88	2
2020-05-08	30296	4	2	10	3	1777	5	0	34	27	23	32	16	455	51	18	10	14	50	2	85	1	66	23	6	10	2	12	50	21	627	26	32	9	0	1	17	22	15	3	2	3722	14	27	7	105	101	0	12	5	7	1	634	13	343	4	69	4	20	65	26	0	5	0	3	4	226	1	114	387	11	4	91	2
2020-05-09	31197	4	2	10	3	1834	5	0	35	29	24	32	17	465	55	20	11	14	54	2	86	1	67	33	7	10	2	12	50	21	651	28	32	13	0	1	19	24	16	3	2	3854	14	28	7	111	104	0	12	5	7	1	680	13	347	4	71	4	20	65	27	0	5	0	3	4	229	1	116	396	13	4	98	2
2020-05-10	31677	4	2	12	3	1897	5	0	40	29	24	32	17	472	67	21	11	14	54	2	93	3	68	33	8	10	2	14	50	21	682	29	33	13	0	1	19	24	16	3	2	3952	14	27	7	112	105	0	12	5	7	1	704	13	354	4	71	4	22	66	27	0	5	0	3	4	235	1	117	400	13	4	98	2
2020-05-11	32258	4	2	11	3	1924	5	0	41	30	24	32	17	474	74	22	11	14	57	2	101	4	68	33	8	10	2	14	51	21	693	29	32	13	0	1	19	25	21	3	2	4022	15	28	7	117	107	0	13	5	7	1	724	13	361	4	72	4	25	66	29	0	5	0	3	4	240	1	118	409	13	4	100	4
2020-05-12	33180	4	2	11	3	1958	5	0	43	31	24	34	17	483	75	22	11	14	60	2	108	4	69	34	8	10	2	14	52	21	716	29	34	13	0	1	20	25	21	3	2	4069	15	28	7	117	107	0	14	5	7	1	763	13	369	4	73	4	25	66	31	0	6	0	4	4	244	1	119	414	13	4	101	4
2020-05-13	34428	4	2	11	3	1982	5	0	44	31	24	34	17	491	79	23	11	19	61	2	111	5	70	36	10	10	2	14	54	21	736	29	34	14	0	1	20	28	21	3	2	4215	15	28	7	122	110	0	14	5	7	1	785	13	380	4	73	4	27	66	36	0	6	0	6	4	243	1	122	421	14	4	102	4
2020-05-14	35329	4	2	11	3	1999	5	1	46	33	25	34	18	499	83	23	12	20	63	2	119	5	71	39	10	11	2	15	56	21	762	29	37	15	0	2	20	29	21	3	2	4387	15	28	7	124	113	1	15	6	7	1	833	13	393	4	74	4	28	67	37	0	7	0	7	4	251	1	125	444	15	4	108	5
2020-05-15	36259	4	2	11	3	2034	5	1	55	37	25	34	20	517	87	29	12	20	65	2	119	5	72	39	10	11	2	15	58	21	780	30	42	16	0	2	21	31	21	3	2	4694	15	30	7	128	119	1	16	6	7	1	920	13	406	4	76	4	29	68	37	0	7	0	8	4	269	1	129	454	16	5	112	5
2020-05-16	37303	4	2	11	3	2070	5	1	56	39	26	36	22	523	93	33	12	21	65	2	124	7	72	41	10	11	2	15	58	21	820	30	44	16	0	3	21	32	23	3	2	4936	15	30	7	135	120	1	17	6	7	1	1004	14	422	4	77	4	31	68	39	0	7	0	10	4	277	1	140	467	17	5	117	6
2020-05-17	37974	4	2	11	3	2096	5	1	57	39	28	36	22	537	105	33	12	21	66	2	139	9	72	44	11	11	2	15	60	21	838	30	45	16	0	3	22	33	24	3	2	4973	15	30	7	139	122	1	20	6	7	1	1017	14	429	4	77	4	31	69	44	0	10	0	11	4	280	1	148	476	17	5	123	6
2020-05-18	38451	4	2	11	3	2102	5	2	58	41	28	36	23	538	108	33	13	20	70	2	142	9	74	45	11	11	2	15	61	22	848	30	45	16	0	3	22	33	25	3	2	5040	15	30	7	142	122	1	21	6	7	1	1034	14	432	4	77	4	33	69	48	0	11	0	11	4	284	1	149	482	17	7	124	7
2020-05-19	39573	4	2	11	3	2118	5	1	58	42	29	36	23	548	109	33	15	20	75	2	145	9	75	46	11	11	2	15	62	22	866	31	47	16	0	3	25	34	25	3	2	5185	15	30	7	146	125	1	22	7	7	1	1061	14	438	4	77	4	33	70	48	0	11	0	12	4	287	1	155	492	19	7	126	8
2020-05-20	40857	4	2	11	3	2135	5	1	60	43	30	37	23	566	112	34	15	20	78	2	148	11	78	49	11	11	2	15	62	22	889	31	47	17	0	3	26	35	28	3	2	5531	15	31	7	153	130	1	26	7	7	1	1115	14	452	4	77	4	34	73	52	0	11	0	12	4	296	1	163	514	19	7	134	8
2020-05-21	42037	4	2	11	3	2177	5	1	61	45	29	36	24	583	121	34	15	20	82	2	148	11	78	49	12	11	2	15	67	22	921	32	47	16	1	3	28	35	28	3	2	5631	16	31	7	161	131	1	30	9	8	2	1166	14	493	4	77	7	36	76	57	1	13	0	13	5	316	2	171	527	19	7	141	9
2020-05-22	43052	4	2	11	3	2204	5	1	67	46	28	37	25	590	137	35	16	21	89	2	155	11	81	49	13	11	2	15	75	22	948	32	48	17	1	3	28	36	30	3	2	5893	16	32	7	174	133	1	34	13	8	2	1269	14	520	4	77	7	36	78	58	1	13	0	14	6	329	2	178	537	20	7	160	9
2020-05-23	44055	4	2	12	3	2238	5	1	69	48	28	37	25	597	149	37	17	21	93	2	158	11	81	52	14	11	2	15	78	22	983	33	48	18	1	3	28	38	31	3	2	6092	16	34	7	181	134	1	36	15	9	2	1311	14	529	4	77	7	37	82	65	1	14	0	14	6	339	2	181	553	20	7	166	9
2020-05-24	44988	4	2	12	3	2243	5	1	69	49	28	37	25	601	152	37	17	22	96	2	165	11	82	53	14	11	2	15	80	22	998	33	47	20	1	4	29	41	31	3	3	6265	16	34	7	184	137	1	42	16	10	2	1387	14	545	4	77	7	38	82	67	1	18	0	16	6	348	2	193	561	23	8	172	9
2020-05-25	46018	4	2	12	3	2249	5	1	70	53	28	38	26	615	161	37	18	23	98	2	174	12	87	54	15	12	2	15	84	22	1001	33	48	22	1	4	29	42	32	3	3	6403	16	34	7	193	138	1	42	16	10	2	1394	14	569	4	77	7	38	82	68	1	20	0	16	6	351	2	206	567	23	8	182	9
2020-05-26	47822	4	2	12	3	2249	5	1	73	54	28	38	26	630	162	38	19	23	100	2	179	12	87	55	15	12	2	14	90	22	1008	33	51	25	3	5	31	42	32	3	3	6577	16	34	7	196	138	1	43	16	10	2	1395	14	583	4	77	7	38	83	70	1	21	0	17	6	351	2	209	578	26	8	191	9
2020-05-27	48700	4	2	14	3	2285	5	1	74	54	29	40	26	655	166	38	19	24	99	2	185	24	89	58	16	12	2	14	92	22	1033	33	51	25	2	5	32	43	32	3	3	6848	16	35	8	198	144	1	43	17	10	2	1579	14	588	5	78	7	41	83	71	1	22	0	19	6	363	2	212	593	27	8	199	9
2020-05-28	49774	4	2	14	3	2300	5	1	74	53	32	42	26	686	172	38	19	24	99	2	192	26	93	60	16	14	2	15	96	22	1088	34	51	26	2	7	36	43	33	3	3	7182	16	35	9	204	156	1	44	18	11	2	1605	14	607	5	78	8	43	84	74	1	23	0	20	6	372	2	233	650	27	8	205	10
2020-05-29	51562	4	2	15	3	2308	5	1	75	55	32	43	26	713	180	38	19	24	107	2	194	28	94	65	18	15	2	16	101	23	1131	34	53	27	2	7	36	46	33	3	3	7498	16	35	9	213	159	1	45	18	11	2	1652	14	620	5	78	8	45	87	77	2	24	0	21	6	379	2	238	665	29	8	224	10
2020-05-30	53651	4	2	17	3	2318	6	1	76	56	31	44	26	728	215	38	19	24	108	2	203	28	95	66	19	16	2	17	104	23	1165	34	53	27	2	7	36	51	33	4	3	7672	16	37	9	223	160	1	45	19	11	2	1714	14	632	5	78	8	46	88	81	2	25	0	21	7	392	2	248	690	39	8	238	10
2020-05-31	54996	4	2	17	3	2319	6	1	76	56	32	44	26	733	221	38	19	24	108	2	213	29	95	66	20	16	2	17	106	23	1168	35	53	27	3	7	36	50	33	4	3	7750	17	37	9	227	174	1	45	19	11	2	1722	14	636	5	78	8	47	90	86	2	25	0	21	7	395	2	252	696	41	8	244	10
2020-06-01	55968	4	2	20	3	2320	6	1	77	56	33	44	26	737	228	38	19	24	113	2	214	29	96	66	20	16	2	17	107	23	1178	35	53	27	3	7	36	50	33	4	3	7800	17	37	9	230	175	1	45	19	12	2	1733	14	639	5	78	8	48	90	92	2	25	0	21	8	397	2	257	709	42	8	249	10
2020-06-02	57118	4	2	20	3	2334	6	1	78	57	33	44	26	759	226	38	19	24	114	2	215	28	96	68	20	16	2	17	110	22	1201	35	55	27	3	7	36	52	32	4	3	8016	18	38	9	232	178	1	47	22	14	2	1762	14	646	5	79	8	50	95	95	2	26	0	21	8	398	2	260	729	45	8	270	10
2020-06-03	58234	4	2	21	3	2350	6	1	79	58	35	44	26	775	383	38	19	25	114	2	221	28	98	70	22	17	2	19	114	22	1222	36	58	27	3	7	38	55	32	6	3	8206	18	39	11	239	181	1	47	24	14	2	1797	14	744	5	81	8	51	98	97	2	29	0	21	8	424	2	261	756	45	10	284	10
2020-06-04	59650	4	2	20	3	2361	6	1	79	58	37	44	26	791	386	40	19	26	116	2	225	29	98	70	22	16	2	19	116	22	1252	36	64	28	4	7	38	55	33	5	3	8463	18	39	11	246	184	1	49	28	14	2	1838	14	757	5	81	8	53	101	100	2	30	0	21	8	424	2	267	768	47	9	309	11
2020-06-05	61045	5	3	20	3	2369	6	1	79	58	39	44	26	804	394	39	19	26	119	2	226	34	98	70	22	16	2	17	122	22	1267	36	68	29	4	7	39	57	33	5	3	8608	18	39	12	253	188	1	50	31	23	2	1878	14	767	5	81	8	53	105	102	2	32	0	21	8	428	2	272	787	49	10	334	11
2020-06-06	62338	5	3	20	3	2374	6	1	79	58	42	44	26	824	395	39	20	27	121	2	233	33	98	71	22	16	2	18	124	23	1267	36	68	30	4	7	39	63	33	5	3	8709	18	41	12	263	190	1	50	33	33	2	1906	14	770	5	81	8	56	111	105	2	38	0	21	8	435	3	277	799	51	10	354	11
2020-06-07	63844	5	3	20	3	2377	6	1	80	59	42	46	26	844	400	39	20	27	123	2	233	33	98	71	22	17	2	19	128	23	1274	36	69	33	4	7	39	64	36	5	3	8827	19	42	12	270	192	1	50	33	35	2	1910	14	770	5	83	8	56	114	105	2	40	0	21	8	435	3	277	814	57	10	385	11
2020-06-08	64644	5	3	20	3	2377	6	1	81	59	42	46	26	856	400	39	20	29	124	2	239	33	98	71	23	17	2	20	130	23	1290	36	70	33	8	7	40	64	36	5	3	8925	19	42	13	277	193	1	50	33	35	2	1911	14	792	5	83	8	57	114	106	2	42	0	21	8	440	3	279	823	58	10	397	11
2020-06-09	65822	6	3	20	3	2399	6	1	81	59	45	47	26	871	406	39	20	29	124	2	241	34	99	71	23	16	2	19	134	23	1296	37	77	35	5	7	40	66	37	6	3	9001	19	42	13	289	193	1	51	34	39	2	1939	14	799	5	84	9	60	118	107	2	43	0	22	8	452	3	281	833	58	13	431	12
2020-06-10	67064	6	3	21	3	2405	6	1	81	60	45	49	26	884	410	39	20	29	126	2	247	34	99	71	23	16	2	20	138	23	1310	37	81	36	5	7	40	69	37	7	3	9161	23	42	13	294	195	1	51	36	51	2	1952	14	812	5	84	9	60	120	108	2	44	2319	22	8	456	3	283	856	61	13	457	13
2020-06-11	68875	6	3	21	3	2421	7	1	83	61	45	50	26	913	414	39	20	29	126	2	251	34	101	72	23	16	2	22	142	24	1319	37	94	36	6	7	40	70	37	9	4	9220	26	43	14	306	197	1	51	37	66	2	1966	14	817	7	84	9	60	129	108	2	49	2362	23	8	468	3	287	871	63	14	473	15
2020-06-12	70476	7	3	24	3	2442	7	2	84	64	50	55	26	930	415	41	20	29	130	2	253	34	103	75	24	16	2	21	152	24	1337	37	100	38	5	7	42	80	37	9	3	9310	29	43	14	318	198	1	51	36	68	2	1975	14	832	9	84	9	62	137	110	2	49	2388	23	8	469	3	289	884	66	16	485	16
2020-06-13	72023	7	3	24	3	2458	7	2	86	63	50	56	26	933	423	39	20	29	132	2	259	34	106	75	24	17	2	21	155	24	1343	37	110	41	5	7	42	79	39	9	3	9438	30	44	14	331	202	1	52	36	71	2	1986	14	840	9	86	9	62	147	111	2	56	2388	24	8	471	3	290	894	71	16	506	17
2020-06-14	73018	8	3	25	3	2469	7	2	86	62	50	56	27	956	423	39	20	29	137	2	262	34	107	75	24	17	2	21	158	25	1356	37	116	41	5	8	45	82	39	9	4	9511	32	44	16	337	203	1	54	37	75	2	1989	14	842	10	85	9	63	157	111	3	57	2449	24	8	471	3	292	904	78	16	518	21
2020-06-15	73791	8	3	25	3	2469	7	2	86	62	51	56	27	968	424	39	20	29	137	2	269	34	107	75	24	17	2	21	160	25	1368	37	123	43	6	8	47	82	40	9	4	9610	33	45	16	343	206	1	57	37	79	2	1991	14	844	10	85	9	64	158	111	5	64	2458	24	8	471	3	294	919	79	16	532	23
2020-06-16	75084	8	3	26	3	2492	7	3	87	63	51	58	27	985	424	39	20	29	138	2	272	34	107	77	24	17	2	21	161	25	1376	39	132	43	6	7	48	83	40	9	4	9678	36	45	17	345	207	1	57	36	82	2	2033	14	851	10	87	9	64	166	116	5	71	2501	24	8	480	3	296	933	80	20	537	23
2020-06-17	77189	9	3	26	3	2507	7	2	88	63	53	59	27	1001	425	39	20	29	140	2	274	34	113	78	24	18	2	22	161	25	1385	39	152	43	6	8	50	88	40	9	4	9818	38	45	17	354	208	1	57	37	82	2	2039	14	857	10	87	9	64	171	116	5	80	2535	26	8	481	3	301	947	82	19	551	25
2020-06-18	78227	10	3	30	3	2520	6	2	90	65	56	60	27	1022	426	39	20	29	149	2	277	34	113	78	24	18	2	24	164	27	1392	40	179	48	7	8	56	95	40	9	4	9995	39	46	17	366	209	1	57	37	86	2	2053	14	871	10	88	9	66	177	119	6	85	2568	28	10	487	3	304	961	84	18	569	28
2020-06-19	79609	10	3	30	3	2538	7	2	90	65	56	63	27	1039	429	40	20	29	151	2	278	34	114	78	24	18	2	24	168	27	1400	42	203	49	7	8	58	101	42	9	4	10087	40	46	17	377	211	1	57	39	87	2	2066	15	875	10	90	9	66	176	122	8	86	2600	29	10	488	4	311	976	87	19	579	29
2020-06-20	81636	10	3	31	3	2572	6	2	90	67	58	64	29	1069	434	40	20	29	156	2	286	35	124	79	24	19	2	24	172	27	1406	43	229	53	7	8	63	107	42	9	4	10167	45	46	17	387	213	1	57	40	90	2	2079	15	881	11	94	9	68	179	126	9	91	2657	29	10	497	4	318	991	89	20	593	31
2020-06-21	83397	10	3	31	3	2580	6	2	92	69	58	68	31	1101	434	40	20	29	161	2	290	35	125	80	24	21	2	24	177	28	1416	44	250	54	7	8	68	111	42	9	4	10267	46	46	17	396	215	1	57	40	91	2	2081	15	881	11	96	9	68	185	128	9	91	2678	29	10	498	4	321	1003	91	20	601	32
2020-06-22	85942	11	3	31	3	2581	6	2	92	70	60	69	31	1141	437	40	20	29	163	2	295	35	129	80	24	22	2	24	181	29	1421	44	274	56	7	8	70	115	42	10	4	10358	50	49	17	402	214	1	57	40	96	2	2090	15	893	11	96	9	70	185	131	8	92	2668	30	10	498	4	323	1015	91	20	608	33
2020-06-23	88262	11	3	31	3	2620	7	2	92	70	60	70	31	1174	440	40	20	29	167	2	296	35	130	80	25	21	2	24	185	29	1425	46	294	60	7	8	76	121	45	10	4	10438	49	49	17	412	216	1	57	40	99	2	2107	15	905	11	97	9	70	186	134	9	92	2691	31	11	509	4	327	1036	95	20	619	34
2020-06-24	89490	11	3	32	3	2661	7	2	92	71	64	70	32	1245	444	40	20	29	170	3	297	35	134	81	26	23	2	24	194	31	1438	46	316	61	7	8	81	130	45	10	4	10582	51	50	17	415	218	1	57	41	101	2	2114	15	916	11	97	9	70	187	135	10	98	2730	31	10	522	4	331	1056	96	20	626	37
2020-06-25	91467	12	3	32	3	2698	7	2	94	76	64	74	32	1350	445	40	20	33	176	3	299	38	136	83	26	25	2	26	201	31	1442	49	343	62	8	8	81	137	48	10	4	10736	57	51	17	428	219	1	60	41	107	2	2124	15	924	11	98	10	73	189	141	10	104	2773	32	10	546	4	335	1071	101	20	634	37
2020-06-26	93232	14	3	32	3	2738	7	2	96	78	67	76	32	1446	447	43	22	34	180	3	306	38	141	84	29	27	3	26	211	31	1455	52	371	66	7	9	83	140	49	12	5	10818	59	52	18	436	222	1	64	43	117	2	2144	15	932	11	98	12	74	190	150	10	106	2816	32	10	559	4	344	1109	104	20	639	39
2020-06-27	95371	15	3	34	3	2777	7	3	97	82	69	79	32	1530	450	43	22	36	194	3	307	38	145	85	30	29	5	26	222	32	1468	54	396	68	7	9	87	148	50	12	6	10983	61	53	19	447	222	1	65	43	128	2	2148	15	932	11	100	12	75	195	155	11	111	2848	32	10	570	4	348	1119	106	21	643	42
2020-06-28	97894	15	3	34	3	2826	7	3	103	82	70	80	33	1650	453	43	24	38	208	3	308	38	150	88	32	29	5	26	228	32	1478	55	403	70	7	9	91	150	53	13	6	11110	61	56	19	454	222	1	66	46	130	2	2151	15	953	11	102	12	75	198	158	12	112	2859	32	10	572	4	354	1139	106	23	655	47
2020-06-29	100772	19	3	34	3	2825	7	3	106	84	70	83	33	1751	456	43	24	37	218	3	309	38	152	88	32	29	6	26	234	35	1492	55	404	70	8	9	92	158	53	13	6	11232	63	56	19	463	237	1	68	48	135	2	2155	15	957	11	105	12	76	201	159	12	111	2871	32	10	574	4	366	1157	106	23	662	49
2020-06-30	103529	19	3	34	3	2873	7	3	108	84	72	85	33	1876	459	44	25	37	229	3	311	39	154	89	32	31	6	27	236	36	1505	56	432	74	8	10	94	168	56	13	7	11397	66	59	19	476	245	1	68	48	142	2	2171	15	968	11	107	12	78	208	164	12	116	2871	35	10	607	4	373	1199	113	25	669	51
2020-07-01	105507	19	3	34	3	2916	8	3	111	88	77	88	34	1953	461	43	30	38	240	3	313	39	161	89	33	32	7	27	242	39	1527	59	455	74	10	10	99	174	60	16	7	11553	65	61	20	491	247	1	68	52	147	2	2176	15	978	11	108	12	78	208	171	13	118	2921	36	10	612	4	388	1227	116	29	683	61
2020-07-02	107667	20	3	35	3	2937	7	3	112	91	81	89	36	2075	467	44	31	41	249	3	314	39	162	90	34	32	7	27	257	40	1535	60	492	74	10	11	100	186	60	17	7	11672	66	61	20	500	251	1	68	57	162	2	2187	15	987	11	109	12	78	214	179	14	122	2966	37	10	622	4	403	1258	121	31	692	63
2020-07-03	110310	23	3	36	3	2968	8	3	113	95	82	91	39	2192	476	45	39	41	263	3	314	39	165	93	35	33	7	27	260	42	1547	61	497	74	11	12	104	189	64	17	7	11899	73	62	20	508	251	1	72	59	168	2	2194	15	1002	11	117	12	81	223	191	16	126	3009	38	10	650	4	411	1304	122	32	692	69
2020-07-04	113497	27	3	36	3	2997	8	4	117	99	86	94	41	2303	478	44	39	42	279	4	318	39	172	94	37	36	8	27	274	43	1574	62	510	76	11	14	108	201	65	23	7	12083	79	63	20	524	253	1	73	59	181	2	2196	15	1003	11	119	12	83	224	202	16	129	3046	38	10	677	4	422	1353	128	34	701	79
2020-07-05	114993	32	3	36	3	3018	8	4	118	102	87	101	41	2386	483	45	41	43	284	4	320	39	175	96	37	37	8	27	285	43	1586	63	515	76	11	15	114	210	65	24	7	12233	81	65	20	540	260	1	75	60	192	2	2217	15	1005	11	123	12	86	229	205	15	131	3057	38	10	689	4	430	1389	135	33	711	84
2020-07-06	116570	33	3	36	3	3049	8	4	119	105	87	101	41	2475	484	45	41	46	290	4	329	39	177	100	40	37	8	27	291	43	1601	64	519	76	11	15	116	225	68	24	7	12436	88	67	20	552	280	1	76	60	196	2	2218	15	1046	11	123	12	86	236	218	15	137	3063	38	11	691	4	440	1412	139	33	715	86
2020-07-07	120539	33	3	36	4	3072	9	5	125	118	87	104	41	2510	487	49	46	47	300	4	339	40	178	100	40	38	8	31	292	43	1626	64	524	76	11	17	122	226	71	31	7	12577	90	69	21	577	282	1	77	61	200	2	2253	15	1053	11	123	13	86	245	231	16	140	3103	38	14	701	5	449	1429	145	34	723	86
